,dataset_id,Q_el_HP,Q_HP,t_amb,t_indoor,t_hp,blow_air,gains,comfort_deviation
15184,12/2016,55.26874716115438,909.6791386344612,1.51,21.045185358504785,31.4242,,682.75,0.0
15185,12/2016,882.0219687492472,11335.20473773052,1.77,20.995735028237597,41.1417,False,682.75,0.0042649717624065
15186,12/2016,240.7383762648649,3701.550575839875,2.0325,20.96031648338653,34.5763,,682.75,0.039683516613465
15187,12/2016,373.47058628315136,5576.036563136511,2.295,20.92412628366601,35.9655,,682.75,0.0758737163339944
15188,12/2016,289.96236221033564,4489.893114788851,2.5575,20.889324702037737,34.8205,,682.75,0.1106752979622633
15189,12/2016,137.85223153314692,2290.2289624184004,2.82,20.847791733706117,32.3393,False,682.75,0.1522082662938864
15190,12/2016,879.8819818516964,11668.15079268522,3.05,20.82139977026703,41.2337,,682.75,0.1786002297329716
15191,12/2016,198.43167790104215,3203.4608846291644,3.28,20.80716426620238,33.9052,,682.75,0.1928357337976187
15192,12/2016,252.2838857255545,4067.5490993799226,3.51,20.785781365646244,34.1781,,682.75,0.214218634353756
15193,12/2016,865.8823881638343,11591.750905780716,3.74,20.781722851055576,41.5532,False,682.75,0.2189827458444568
15194,12/2016,78.49254769885094,1345.139873894139,3.9725,20.78212232399378,32.228,,682.75,0.2182771489444235
15195,12/2016,257.07472076944885,4213.77699444515,4.205,20.770218606760228,34.2004,,682.75,0.2297813932397723
15196,12/2016,118.83187350197048,2083.769348684015,4.4375,20.74974626970379,31.7604,,682.75,0.2502537302962082
15197,12/2016,201.2645085518569,3486.298052581692,4.67,20.721408874884613,32.4668,False,682.75,0.278591125115387
15198,12/2016,797.8101731986384,11383.678108202692,4.9,20.712058113307823,40.2392,,682.75,0.2884355240887295
15199,12/2016,203.667979602582,3476.1580310076256,5.13,20.71610577324596,33.4868,,682.75,0.2879418866921739
15200,12/2016,735.5108380408078,10594.014727655447,5.359999999999999,20.732625753023445,40.317,,682.75,0.2838942267540432
15201,12/2016,408.2430033011885,6429.900618716931,5.59,20.765352826775523,37.0744,False,682.75,0.267374246976555
15202,12/2016,860.1054674741191,11699.028040270709,5.435,20.810598374374813,42.5868,,682.75,0.2346471732244772
15203,12/2016,264.4000715483376,4236.655793912639,5.279999999999999,20.857999913026664,36.1098,,682.75,0.1894016256251873
15204,12/2016,859.2972645028423,11474.031249121135,5.125,20.908983063412503,42.9963,,682.75,0.1420000869733364
15205,12/2016,356.6092567521416,5425.493906518052,4.97,20.96304774116284,37.8322,False,682.75,0.0910169365874935
15206,12/2016,337.26724352643885,5188.183156952395,4.815,21.004169879286696,37.2566,,682.75,0.0369522588371609
15207,12/2016,468.095136660508,6917.576118446962,4.66,21.03817629917412,38.6593,,682.75,0.0
15208,12/2016,293.40901221059465,4582.191201742711,4.505,21.06355537323292,36.3743,,682.75,0.0
15209,12/2016,896.4945737496316,11668.03158554846,4.35,21.095453093160835,43.2229,False,682.75,0.0
15210,12/2016,469.4877393250881,6753.0503899735,4.1975,21.13568874258663,39.254,,682.75,0.0
15211,12/2016,920.392786149277,11618.573723637288,4.045,21.183872681442097,44.0874,,682.75,0.0
15212,12/2016,273.4272175546375,4087.658553946581,3.8925,21.22931152812659,37.4753,,682.75,0.0
15213,12/2016,910.3053055577792,11393.058543883555,3.74,21.274227169197136,44.1131,False,682.75,0.0
15214,12/2016,267.4459226435592,3954.112011434486,3.505,21.31394418970264,37.5267,,682.75,0.0
15215,12/2016,249.9521577128801,3763.690999030271,3.27,21.33085057729301,36.5941,,682.75,0.0
15216,12/2016,664.9660703361549,8861.22548924118,3.035,21.341475143004647,41.0338,,682.75,0.0
15217,12/2016,295.1020011048216,4350.671904220765,2.8,21.346040601340743,36.9467,False,682.75,0.0
15218,12/2016,921.7491266633216,11344.240002337196,2.565,21.35379560001321,43.578,,682.75,0.0
15219,12/2016,434.97967807028266,5994.179787831032,2.33,21.36555231138781,39.06,,682.75,0.0
15220,12/2016,573.1307723280996,7576.517292703686,2.095,21.371642079350504,40.4012,,682.75,0.0
15221,12/2016,383.30571252122,5330.287558300202,1.86,21.370113138957866,38.2465,False,682.75,0.0
15222,12/2016,999.5459543574818,11722.918867354512,1.6225,21.374110341801416,44.4406,,682.75,0.0
15223,12/2016,379.9613690546767,5153.591527487115,1.385,21.379368592313615,38.7155,,682.75,0.0
15224,12/2016,332.5404046875028,4606.14681669329,1.1475,21.368040709916865,37.6809,,682.75,0.0
15225,12/2016,1024.983593001136,11774.255287472291,0.91,21.36084880487414,44.4863,False,682.75,0.0
15226,12/2016,295.77061508551645,4068.794501055295,0.8400000000000001,21.355158371862693,37.63,,682.75,0.0
15227,12/2016,611.6856968129991,7756.528737849854,0.77,21.34225353490916,40.6274,,682.75,0.0
15228,12/2016,347.1108450255969,4744.3944633061965,0.7,21.323644369527685,37.7315,,682.75,0.0
15229,12/2016,967.4390543574588,11242.869792230142,0.63,21.31069235320792,43.7584,False,682.75,0.0
15230,12/2016,276.3271661653444,3817.338861932648,0.56,21.297462910709523,37.1871,,682.75,0.0
15231,12/2016,1032.0219068014264,11710.515009472629,0.49,21.288266394678747,44.509,,682.75,0.0
15232,12/2016,372.1531655097561,4938.6811551707815,0.42,21.28239594786793,38.5591,,682.75,0.0
15233,12/2016,1053.4133130404257,11786.289768715453,0.35,21.281578945803236,44.8907,False,682.75,0.0
15234,12/2016,1091.3430962790858,11866.602814436868,0.2799999999999999,21.301087086174288,45.8931,,682.75,0.0
15235,12/2016,457.94076873840606,5730.176960739571,0.21,21.32104353737892,40.5498,,682.75,0.0
15236,12/2016,169.06397265594563,2353.647875917182,0.14,21.317291376299824,36.4679,,682.75,0.0
